MainBranch,Age,Employment,RemoteWork,EdLevel,YearsCode,YearsCodePro,DevType,OrgSize,Country,LanguageHaveWorkedWith,AISearchHaveWorkedWith,AIDevHaveWorkedWith,WorkExp,Industry,ConvertedCompYearly
,35-44 years old,,"Hybrid (some remote, some in-person)",,29,24,"Developer, full-stack",10 to 19 employees,United States of America,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;PHP;Python;SQL;TypeScript,ChatGPT,Tabnine,25.0,"Information Services, IT, Software Development, or other Technology",300000.0
,45-54 years old,,"Hybrid (some remote, some in-person)",,38,25,Other (please specify):,20 to 99 employees,United Kingdom of Great Britain and Northern Ireland,Bash/Shell (all shells);C#;HTML/CSS;Java;JavaScript;PowerShell;Python,Bing AI,Synk Code,27.0,"Information Services, IT, Software Development, or other Technology",111724.0
,25-34 years old,,Remote,,15,10,"Developer, full-stack","1,000 to 4,999 employees",United States of America,Elixir;HTML/CSS;JavaScript;TypeScript,ChatGPT;Google Bard AI,GitHub Copilot,10.0,Retail and Consumer Services,170000.0
,25-34 years old,,"Hybrid (some remote, some in-person)",,9,7,"Developer, full-stack",10 to 19 employees,Bulgaria,JavaScript;PHP;SQL,ChatGPT,GitHub Copilot,7.0,"Information Services, IT, Software Development, or other Technology",54742.0
,45-54 years old,,"Hybrid (some remote, some in-person)",,35,25,"Developer, full-stack",20 to 99 employees,United States of America,Bash/Shell (all shells);Elixir;Erlang;Go;HTML/CSS;JavaScript;Lisp;Ruby;SQL,ChatGPT,GitHub Copilot,26.0,Healthcare,185000.0
,25-34 years old,,In-person,,13,5,"Developer, full-stack","1,000 to 4,999 employees",South Africa,C#;HTML/CSS;JavaScript;TypeScript,ChatGPT,GitHub Copilot,5.0,Retail and Consumer Services,29048.0
,35-44 years old,,Remote,,11,11,"Developer, front-end",10 to 19 employees,United States of America,HTML/CSS;JavaScript;PHP;TypeScript,ChatGPT,GitHub Copilot,11.0,"Information Services, IT, Software Development, or other Technology",123800.0
,25-34 years old,,Remote,,4,3,"Developer, full-stack",2 to 9 employees,Canada,JavaScript;Python;SQL;TypeScript,Bing AI;ChatGPT,GitHub Copilot,3.0,"Information Services, IT, Software Development, or other Technology",59481.0
,45-54 years old,,Remote,,20,16,Engineering manager,"10,000 or more employees",United Kingdom of Great Britain and Northern Ireland,Go;HTML/CSS;Java;JavaScript;TypeScript,Bing AI;ChatGPT,GitHub Copilot,22.0,"Information Services, IT, Software Development, or other Technology",139035.0
,35-44 years old,,Remote,,19,15,"Developer, full-stack",100 to 499 employees,United States of America,Elixir;HTML/CSS;JavaScript,ChatGPT,GitHub Copilot,15.0,Healthcare,235000.0
,35-44 years old,,In-person,,5,1,"Developer, embedded applications or devices",2 to 9 employees,United Kingdom of Great Britain and Northern Ireland,Bash/Shell (all shells);Python,ChatGPT,GitHub Copilot,1.0,"Information Services, IT, Software Development, or other Technology",29793.0
,25-34 years old,,Remote,,16,14,Engineering manager,100 to 499 employees,United Kingdom of Great Britain and Northern Ireland,Bash/Shell (all shells);C#;Go;JavaScript;PHP;PowerShell;Python;SQL;TypeScript,Bing AI;ChatGPT;Google Bard AI;WolframAlpha,GitHub Copilot;Replit Ghostwriter;Whispr AI,14.0,"Information Services, IT, Software Development, or other Technology",105517.0
,35-44 years old,,Remote,,13,10,Other (please specify):,"1,000 to 4,999 employees",United States of America,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PHP;PowerShell;Python;Rust;SQL,ChatGPT,GitHub Copilot,13.0,Healthcare,200000.0
,25-34 years old,,In-person,,3,1,"Developer, full-stack",500 to 999 employees,United States of America,C#;HTML/CSS;JavaScript;SQL,ChatGPT,Tabnine,1.0,"Manufacturing, Transportation, or Supply Chain",42000.0
,25-34 years old,,"Hybrid (some remote, some in-person)",,15,12,"Developer, full-stack",10 to 19 employees,Canada,HTML/CSS;JavaScript;PHP;PowerShell;SQL,ChatGPT,GitHub Copilot,12.0,"Information Services, IT, Software Development, or other Technology",59481.0
,45-54 years old,,Remote,,25,25,"Developer, full-stack",2 to 9 employees,United Kingdom of Great Britain and Northern Ireland,C#;HTML/CSS;JavaScript;PHP;SQL;TypeScript,ChatGPT,GitHub Copilot,25.0,"Information Services, IT, Software Development, or other Technology",55862.0
,35-44 years old,,Remote,,9,8,Other (please specify):,"1,000 to 4,999 employees",Chile,Java;SQL,ChatGPT,GitHub Copilot,9.0,Retail and Consumer Services,74.0
,25-34 years old,,"Hybrid (some remote, some in-person)",,11,9,"Developer, full-stack",100 to 499 employees,Germany,Dart;HTML/CSS;Java;JavaScript;TypeScript,ChatGPT,GitHub Copilot,9.0,Financial Services,107090.0
,25-34 years old,,"Hybrid (some remote, some in-person)",,14,10,"Senior Executive (C-Suite, VP, etc.)",100 to 499 employees,France,Bash/Shell (all shells);JavaScript;TypeScript,ChatGPT,Tabnine,13.0,"Information Services, IT, Software Development, or other Technology",85672.0
,25-34 years old,,"Hybrid (some remote, some in-person)",,15,9,DevOps specialist,20 to 99 employees,United States of America,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;Kotlin;Objective-C;PHP;Ruby;SQL;TypeScript,ChatGPT,GitHub Copilot,9.0,"Information Services, IT, Software Development, or other Technology",121000.0
,35-44 years old,,Remote,,17,15,"Engineer, data",100 to 499 employees,United States of America,JavaScript;Python;R;SQL,Bing AI;ChatGPT,GitHub Copilot,15.0,"Information Services, IT, Software Development, or other Technology",210000.0
,35-44 years old,,Remote,,13,12,"Engineer, data",100 to 499 employees,United States of America,Bash/Shell (all shells);C#;F#;JavaScript;PowerShell;Python;SQL;TypeScript,Bing AI;ChatGPT;Google Bard AI,GitHub Copilot,13.0,Healthcare,260000.0
,35-44 years old,,Remote,,25,12,Cloud infrastructure engineer,"10,000 or more employees",Finland,Bash/Shell (all shells);Go;Java;PowerShell;Python;TypeScript,ChatGPT,GitHub Copilot,12.0,Healthcare,92097.0
,25-34 years old,,Remote,,7,7,"Developer, front-end",500 to 999 employees,United States of America,Apex;HTML/CSS;JavaScript;Rust;TypeScript,ChatGPT,GitHub Copilot,7.0,"Information Services, IT, Software Development, or other Technology",200000.0
,45-54 years old,,Remote,,22,20,"Developer, back-end","10,000 or more employees",United States of America,C#;HTML/CSS;JavaScript;SQL;TypeScript,ChatGPT,GitHub Copilot,22.0,Healthcare,185000.0
,25-34 years old,,Remote,,10,8,Data scientist or machine learning specialist,"10,000 or more employees",Poland,Ada;Assembly;Bash/Shell (all shells);C;C#;C++;Delphi;Fortran;Haskell;HTML/CSS;Java;JavaScript;Lua;MATLAB;Objective-C;Perl;PHP;PowerShell;Prolog;Python;R;Ruby;SAS;SQL;TypeScript;VBA;Visual Basic (.Net),ChatGPT,GitHub Copilot,12.0,"Manufacturing, Transportation, or Supply Chain",31104.0
,35-44 years old,,In-person,,27,21,"Developer, full-stack",20 to 99 employees,United States of America,C;C#;C++;HTML/CSS;JavaScript;SQL;TypeScript,ChatGPT,GitHub Copilot,21.0,Advertising Services,123000.0
,25-34 years old,,"Hybrid (some remote, some in-person)",,9,6,"Developer, full-stack",100 to 499 employees,France,Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;Python;SQL;TypeScript,ChatGPT,AWS CodeWhisperer,6.0,"Information Services, IT, Software Development, or other Technology",53545.0
,18-24 years old,,In-person,,5,3,"Developer, full-stack",20 to 99 employees,Thailand,Bash/Shell (all shells);C;C#;C++;Dart;Go;HTML/CSS;Java;JavaScript;PHP;PowerShell;Python;R;Ruby;Rust;SQL;TypeScript,Bing AI;ChatGPT;Google Bard AI;WolframAlpha;You.com,AWS CodeWhisperer;GitHub Copilot;Mintlify;Replit Ghostwriter;Rubber Duck.AI;Synk Code;Tabnine;Whispr AI,3.0,Advertising Services,20705.0
,55-64 years old,,Remote,,41,37,"Developer, back-end",20 to 99 employees,United States of America,Bash/Shell (all shells);MATLAB;Python;TypeScript,ChatGPT,Tabnine,37.0,Retail and Consumer Services,200000.0
,45-54 years old,,Remote,,15,13,"Developer, full-stack",20 to 99 employees,Germany,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript,Bing AI;ChatGPT,GitHub Copilot,15.0,"Information Services, IT, Software Development, or other Technology",77104.0
,25-34 years old,,"Hybrid (some remote, some in-person)",,11,5,"Developer, back-end",500 to 999 employees,Canada,Bash/Shell (all shells);Go;Python,Bing AI;ChatGPT,GitHub Copilot,7.0,"Information Services, IT, Software Development, or other Technology",51302.0
,45-54 years old,,Remote,,18,18,"Developer, full-stack","1,000 to 4,999 employees",United States of America,Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;Python;SQL,ChatGPT,GitHub Copilot;Tabnine,37.0,"Information Services, IT, Software Development, or other Technology",97000.0
,45-54 years old,,Remote,,23,23,Blockchain,20 to 99 employees,South Korea,Go,ChatGPT,GitHub Copilot,25.0,"Information Services, IT, Software Development, or other Technology",269329.0
,35-44 years old,,Remote,,30,25,"Developer, back-end","1,000 to 4,999 employees",United States of America,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PHP;Python;Rust;SQL;TypeScript,ChatGPT;WolframAlpha,GitHub Copilot;Tabnine,25.0,"Information Services, IT, Software Development, or other Technology",170000.0
,25-34 years old,,"Hybrid (some remote, some in-person)",,14,5,"Developer, front-end","1,000 to 4,999 employees",United States of America,HTML/CSS;JavaScript;Swift;TypeScript,ChatGPT,GitHub Copilot,7.0,"Information Services, IT, Software Development, or other Technology",170000.0
,25-34 years old,,Remote,,15,5,"Developer, full-stack",2 to 9 employees,Trinidad and Tobago,PHP,Bing AI;ChatGPT;WolframAlpha,Tabnine,5.0,Retail and Consumer Services,40851.0
,35-44 years old,,Remote,,22,18,"Developer, full-stack","1,000 to 4,999 employees",Brazil,Bash/Shell (all shells);C#;Go;JavaScript;PowerShell;SQL;TypeScript,Bing AI;ChatGPT;WolframAlpha,GitHub Copilot,18.0,Financial Services,100000.0
,25-34 years old,,"Hybrid (some remote, some in-person)",,13,10,"Developer, front-end",10 to 19 employees,United Kingdom of Great Britain and Northern Ireland,Go;HTML/CSS;JavaScript;TypeScript,ChatGPT,GitHub Copilot;Whispr AI,13.0,Healthcare,144621.0
,25-34 years old,,Remote,,5,6,"Developer, back-end",100 to 499 employees,Brazil,JavaScript;Python,ChatGPT,GitHub Copilot,5.0,"Information Services, IT, Software Development, or other Technology",28615.0
,35-44 years old,,Remote,,12,6,Data scientist or machine learning specialist,20 to 99 employees,Uruguay,Python;R;SQL,ChatGPT;Phind,GitHub Copilot,10.0,"Information Services, IT, Software Development, or other Technology",1548.0
,35-44 years old,,Remote,,25,18,"Developer, full-stack","1,000 to 4,999 employees",United States of America,Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;SQL;TypeScript,ChatGPT,GitHub Copilot,25.0,"Information Services, IT, Software Development, or other Technology",270000.0
,25-34 years old,,In-person,,3,1,"Developer, full-stack",10 to 19 employees,United Kingdom of Great Britain and Northern Ireland,C#;HTML/CSS;JavaScript;SQL,ChatGPT,GitHub Copilot,1.0,"Information Services, IT, Software Development, or other Technology",40966.0
,25-34 years old,,Remote,,15,15,"Developer, back-end",100 to 499 employees,Brazil,C#;Go;HTML/CSS;JavaScript;Python;SQL;TypeScript,Bing AI;ChatGPT,GitHub Copilot,15.0,Financial Services,200000.0
,25-34 years old,,"Hybrid (some remote, some in-person)",,13,8,"Developer, full-stack",100 to 499 employees,United States of America,C#;HTML/CSS;Java;JavaScript;PHP;SQL;TypeScript,Bing AI;Google Bard AI,GitHub Copilot,10.0,Retail and Consumer Services,120000.0
,18-24 years old,,In-person,,5,1,"Developer, full-stack",I don’t know,India,Dart;HTML/CSS;Java;JavaScript;Kotlin;PHP;Python;TypeScript,ChatGPT,GitHub Copilot,5.0,Retail and Consumer Services,36351.0
,35-44 years old,,Remote,,21,19,"Developer, front-end",20 to 99 employees,Canada,Bash/Shell (all shells);HTML/CSS;JavaScript;TypeScript,ChatGPT,GitHub Copilot,20.0,"Information Services, IT, Software Development, or other Technology",185879.0
,35-44 years old,,"Hybrid (some remote, some in-person)",,5,3,Cloud infrastructure engineer,"10,000 or more employees",United States of America,Bash/Shell (all shells);Go;Python;Rust;Scala;SQL;TypeScript,ChatGPT,Synk Code,16.0,Insurance,124000.0
,25-34 years old,,"Hybrid (some remote, some in-person)",,10,5,"Developer, full-stack",10 to 19 employees,Italy,HTML/CSS;JavaScript;PHP;Ruby;Rust;TypeScript,ChatGPT,GitHub Copilot,5.0,"Information Services, IT, Software Development, or other Technology",37481.0
,25-34 years old,,"Hybrid (some remote, some in-person)",,15,10,"Developer, front-end",100 to 499 employees,Hungary,HTML/CSS;JavaScript;TypeScript,Bing AI;ChatGPT,GitHub Copilot,11.0,"Information Services, IT, Software Development, or other Technology",73090.0
,25-34 years old,,Remote,,9,8,"Developer, full-stack",10 to 19 employees,"Venezuela, Bolivarian Republic of...",Bash/Shell (all shells);HTML/CSS;JavaScript;Kotlin;Python;Ruby;SQL;TypeScript,Bing AI;ChatGPT;Google Bard AI;You.com,GitHub Copilot,8.0,Healthcare,100000.0
,25-34 years old,,Remote,,8,7,"Developer, mobile",100 to 499 employees,Brazil,Groovy;HTML/CSS;Java;JavaScript;Objective-C;Python;Ruby;SQL;Swift,ChatGPT,GitHub Copilot,8.0,"Information Services, IT, Software Development, or other Technology",103467.0
,35-44 years old,,"Hybrid (some remote, some in-person)",,30,24,"Senior Executive (C-Suite, VP, etc.)",2 to 9 employees,Finland,Assembly;C;C++;HTML/CSS;Java;JavaScript;Python;SQL;TypeScript,ChatGPT,GitHub Copilot,24.0,"Information Services, IT, Software Development, or other Technology",107090.0
,25-34 years old,,"Hybrid (some remote, some in-person)",,5,4,"Developer, full-stack","1,000 to 4,999 employees",United Arab Emirates,HTML/CSS;JavaScript;PHP;PowerShell;Python;TypeScript,ChatGPT,GitHub Copilot,4.0,Financial Services,81655.0
,35-44 years old,,"Hybrid (some remote, some in-person)",,22,7,"Developer, back-end",10 to 19 employees,Germany,Bash/Shell (all shells);PHP;Python;Rust,ChatGPT,GitHub Copilot;Tabnine,10.0,"Information Services, IT, Software Development, or other Technology",64254.0
,25-34 years old,,"Hybrid (some remote, some in-person)",,10,5,"Developer, back-end","10,000 or more employees",Canada,Bash/Shell (all shells);Go;Python;TypeScript,ChatGPT,GitHub Copilot,8.0,Financial Services,89222.0
,25-34 years old,,Remote,,10,7,"Engineer, data",100 to 499 employees,United States of America,Bash/Shell (all shells);JavaScript;Python;R;SQL;TypeScript,ChatGPT,GitHub Copilot,8.0,"Information Services, IT, Software Development, or other Technology",200000.0
,25-34 years old,,Remote,,12,6,"Developer, front-end",20 to 99 employees,United States of America,Go;HTML/CSS;JavaScript;SQL;TypeScript,ChatGPT,GitHub Copilot,12.0,Insurance,147504.0
,25-34 years old,,"Hybrid (some remote, some in-person)",,20,6,"Developer, desktop or enterprise applications",10 to 19 employees,Japan,C;C#;Delphi;F#;HTML/CSS;Java;JavaScript;Lisp;Perl;Ruby;SQL;TypeScript;VBA,Bing AI;ChatGPT;Perplexity AI;Phind;WolframAlpha;You.com,Tabnine,8.0,"Information Services, IT, Software Development, or other Technology",20071.0
,18-24 years old,,In-person,,7,3,"Developer, full-stack",20 to 99 employees,Uzbekistan,Bash/Shell (all shells);Dart;Java;JavaScript;PHP;Python;SQL;TypeScript,Bing AI;ChatGPT;Google Bard AI;You.com,GitHub Copilot;Tabnine,3.0,"Information Services, IT, Software Development, or other Technology",11000.0
,25-34 years old,,"Hybrid (some remote, some in-person)",,14,10,DevOps specialist,100 to 499 employees,Portugal,C#;Go;Java;JavaScript;PHP;PowerShell;SQL;TypeScript,Bing AI;ChatGPT,GitHub Copilot,15.0,Retail and Consumer Services,48190.0
,35-44 years old,,"Hybrid (some remote, some in-person)",,19,10,Cloud infrastructure engineer,"1,000 to 4,999 employees",Norway,Bash/Shell (all shells);Go;Groovy;HTML/CSS;Java;Lisp;Lua;Python;Rust,ChatGPT,AWS CodeWhisperer;GitHub Copilot,23.0,Financial Services,85629.0
,45-54 years old,,Remote,,24,20,"Developer, full-stack","1,000 to 4,999 employees",Colombia,C#;HTML/CSS;JavaScript;TypeScript,ChatGPT,Tabnine,20.0,"Information Services, IT, Software Development, or other Technology",24867.0
,25-34 years old,,"Hybrid (some remote, some in-person)",,10,6,"Developer, full-stack",2 to 9 employees,Sweden,Bash/Shell (all shells);Go;HTML/CSS;JavaScript;Rust;TypeScript,ChatGPT,GitHub Copilot,5.0,"Information Services, IT, Software Development, or other Technology",27642.0
,18-24 years old,,In-person,,6,5,"Developer, full-stack",20 to 99 employees,Indonesia,Go;JavaScript,ChatGPT,GitHub Copilot,6.0,"Information Services, IT, Software Development, or other Technology",33666.0
,18-24 years old,,In-person,,8,3,"Developer, full-stack",20 to 99 employees,Argentina,GDScript;HTML/CSS;JavaScript;PHP;Python;SQL,Bing AI;ChatGPT,AWS CodeWhisperer;GitHub Copilot,3.0,"Information Services, IT, Software Development, or other Technology",12371.0
,25-34 years old,,Remote,,12,8,"Developer, full-stack",20 to 99 employees,Philippines,C#;Java;JavaScript;PHP;PowerShell;SQL;TypeScript,ChatGPT,GitHub Copilot,8.0,"Information Services, IT, Software Development, or other Technology",1333.0
,25-34 years old,,Remote,,14,6,DevOps specialist,"1,000 to 4,999 employees",United States of America,Bash/Shell (all shells);C#;Fortran;Go;HTML/CSS;Java;JavaScript;Kotlin;PHP;PowerShell;Python;SQL;TypeScript;VBA;Visual Basic (.Net),ChatGPT;Google Bard AI,GitHub Copilot,6.0,"Information Services, IT, Software Development, or other Technology",95000.0
,25-34 years old,,Remote,,13,12,"Developer, back-end","1,000 to 4,999 employees",Brazil,Bash/Shell (all shells);Elixir;Erlang;Perl;Python;SQL,ChatGPT;WolframAlpha,GitHub Copilot,12.0,Financial Services,50719.0
,35-44 years old,,Remote,,24,20,"Developer, full-stack",10 to 19 employees,Ireland,HTML/CSS;JavaScript;TypeScript,ChatGPT,GitHub Copilot,20.0,"Information Services, IT, Software Development, or other Technology",91026.0
,35-44 years old,,"Hybrid (some remote, some in-person)",,20,15,Other (please specify):,"1,000 to 4,999 employees",Canada,Bash/Shell (all shells);Go;JavaScript;Python,ChatGPT,GitHub Copilot,15.0,"Information Services, IT, Software Development, or other Technology",148703.0
,35-44 years old,,Remote,,8,4,"Developer, full-stack",20 to 99 employees,"Iran, Islamic Republic of...",HTML/CSS;JavaScript;Python,Bing AI;ChatGPT,GitHub Copilot;Tabnine,4.0,"Information Services, IT, Software Development, or other Technology",16536.0
